Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3VA4sjTMSTTF02hFGmlpJh,"74XFHRwlV6OrjEM0A2NCMF","crushcrushcrush","Riot!","Paramore",2007-06-11,189373,67,spotify:user:1218573018,2023-11-02T15:11:01Z,"candy pop,modern rock,pixie,pop,pop emo,pop punk,rock",0.631,0.793,1,-4.086,0,0.0468,0.000218,0.0000565,0.0976,0.648,136.96,4
5ZqkqZDmZUohP2g6vSWF5z,"3YDtlBGmfvE2Xw0avhHeK5","Seeds of Downfall","Voices in the Sky","Brymir",2022-08-26,233000,25,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish melodeath,folk metal,melodic death metal,symphonic death metal,symphonic melodic death metal",0.167,0.976,1,-4.634,1,0.123,0.000133,0.0583,0.161,0.121,196.885,4
65RBqEMdwRPR9ratkvukgx,"3YDtlBGmfvE2Xw0avhHeK5","Voices in the Sky","Voices in the Sky","Brymir",2022-08-26,280293,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish melodeath,folk metal,melodic death metal,symphonic death metal,symphonic melodic death metal",0.447,0.938,5,-5.408,0,0.0469,0.00345,0.000139,0.115,0.243,165.057,4
4JQxXQkJkyDRjO1VcHTRgN,"3YDtlBGmfvE2Xw0avhHeK5","Fly with Me","Voices in the Sky","Brymir",2022-08-26,291560,28,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish melodeath,folk metal,melodic death metal,symphonic death metal,symphonic melodic death metal",0.43,0.916,5,-6.577,0,0.0494,0.000163,0.00569,0.125,0.118,94.973,4
4QwAc3AmEZKhiDhCXqosKl,"2jzc5TC5TVFLXQlBNiIUzE","Manhattan Skyline","Scoundrel Days","a-ha",1986-10-06,290333,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"new romantic,new wave,new wave pop,permanent wave,synthpop",0.327,0.483,5,-13.663,1,0.0426,0.206,0.0000158,0.211,0.161,206.081,3
3H097K41pskob32JipdXzK,"0N3oP3Si8ihzFUrU6kITZ8","What Do You Want From Me?","Music For Pleasure","Monaco",1997-06-09,248360,54,spotify:user:1218573018,2023-11-02T15:11:01Z,"britpop,madchester",0.478,0.972,9,-5.372,0,0.0397,0.000587,0.00378,0.317,0.682,149.543,4
4wGSg2Qqpt2sGCWuAZj6EN,"762310PdDnwsDxAQxzQkfX,4zvLVP1siaenGVnUBDo2nt,7CXlqxbfckEDH2hQMjrGyZ","Enjoy the Silence","Violator | The 12 Singles","Depeche Mode,Daniel Miller,Phil Legg",2020-07-17,257630,70,spotify:user:1218573018,2023-11-02T15:11:01Z,"dance rock,new romantic,new wave,permanent wave,rock,synthpop",0.626,0.667,0,-11.817,0,0.0283,0.209,0.000257,0.0779,0.83,112.776,4
2dyoAUok3JghK7dQQeQ2lU,"2tRsMl4eGxwoNabM08Dm4I","Never The Heroes","Firepower","Judas Priest",2018-03-09,263973,48,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,alternative metal,birmingham metal,glam metal,hard rock,metal,rock",0.607,0.781,8,-6.872,1,0.0349,0.000114,0.0252,0.107,0.17,116.001,4
3nB69nfAdmfqBSmxaW3NYr,"3yJvUOZq6oH130RTa68hQz","Waves Below","Access All Worlds","IOTUNN",2021-02-26,610558,20,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive power metal",0.39,0.982,2,-5.905,0,0.0822,0.00000525,0.0572,0.156,0.0393,95.004,4
1dlgaGdQXmsYKMRuewIZkF,"02uYdhMhCgdB49hZlYRm9o","Miss Alissa","Peace Love Death Metal","Eagles Of Death Metal",2004,158600,50,spotify:user:1218573018,2023-11-02T15:11:01Z,"garage rock,garage rock revival,modern blues rock,palm desert scene",0.55,0.991,1,-3.704,1,0.12,0.805,0,0.197,0.882,172.389,4
365TSrFPqM66giaxJuafR3,"7mnBLXK823vNxN3UWB7Gfz","Shine A Little Light","Let's Rock","The Black Keys",2019-06-28,196776,58,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.44,0.719,8,-6.645,0,0.0445,0.0217,0.00000509,0.0663,0.523,111.398,4
7G9yE2L2bXxqaQKVL2rKAr,"74gcBzlQza1bSfob90yRhR","Lover Come Back","If I Should Go Before You","City and Colour",2015-10-09,234698,56,spotify:user:1218573018,2023-11-02T15:11:01Z,"canadian folk,canadian indie",0.505,0.647,3,-4.92,1,0.0292,0.0569,0,0.299,0.452,137.616,4
6W2V1rHv3uowafwmm8fPbF,"74gcBzlQza1bSfob90yRhR","Map of the World","If I Should Go Before You","City and Colour",2015-10-09,172283,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"canadian folk,canadian indie",0.621,0.721,6,-6.892,1,0.0291,0.172,0.0000671,0.178,0.543,77.446,4
5h3y6rYM91WTdcRo6DnWJl,"74gcBzlQza1bSfob90yRhR","Wasted Love","If I Should Go Before You","City and Colour",2015-10-09,178927,48,spotify:user:1218573018,2023-11-02T15:11:01Z,"canadian folk,canadian indie",0.54,0.813,2,-4.043,0,0.031,0.00199,0.0002,0.131,0.573,116.457,4
7JKW0gH84HWAyDEBQgsNbX,"3lrDYjsghBMfUTiLziD9q9","Don't Go Puttin Wishes in My Head","Thirstier","TORRES",2021-07-30,261941,41,spotify:user:1218573018,2023-11-02T15:11:01Z,"art pop",0.464,0.737,0,-8.222,1,0.0318,0.0000237,0.00019,0.224,0.0605,136.005,4
6S3oeZ5RKR8Tl9DTPAjGLt,"3JysSUOyfVs1UQ0UaESheP","Keep It In The Family","Persistence Of Time (30th Anniversary Remaster)","Anthrax",1990-08-21,428946,42,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.367,0.927,9,-4.916,1,0.0653,0.00192,0.000139,0.0564,0.242,100.348,4
4gSAdcnhPIzHJriEhihMSw,"3JysSUOyfVs1UQ0UaESheP","Blood","Persistence Of Time (30th Anniversary Remaster)","Anthrax",1990-08-21,433466,34,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.474,0.988,9,-5.164,1,0.133,0.0000523,0.00663,0.142,0.0771,123.894,4
4OjWB25SNdt9VfaTC5z2Fp,"3JysSUOyfVs1UQ0UaESheP","One World","Among The Living","Anthrax",1987-03,355666,35,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.284,0.995,11,-8.842,0,0.0634,0.000209,0.201,0.0416,0.109,99.854,4
1fcyfC1KLSWVCIvALR5AxS,"3JysSUOyfVs1UQ0UaESheP","Indians","Among The Living","Anthrax",1987-03,341333,54,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,4
1oRpKSMCFZq2MVVJF9RjB1,"3JysSUOyfVs1UQ0UaESheP","A Skeleton In The Closet","Among The Living","Anthrax",1987-03,329000,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.536,0.955,11,-12.601,0,0.0413,0.000869,0.00248,0.217,0.184,99.874,4
0mN2Zf1wnsD0rg2mT4939P,"3JysSUOyfVs1UQ0UaESheP","Efilnikufesin (N.F.L.)","Among The Living","Anthrax",1987-03,295000,40,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.512,0.929,2,-13.264,1,0.0424,0.000898,0.0157,0.0546,0.402,102.807,4
5DlKTTcN9LNisy6x4QuWzs,"3JysSUOyfVs1UQ0UaESheP","I Am The Law","Among The Living","Anthrax",1987-03,354000,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.356,0.934,7,-11.95,1,0.0484,0.0016,0.00124,0.058,0.314,154.307,4
4fjWStUaP7aXdT0d3YxvPo,"3JysSUOyfVs1UQ0UaESheP","Caught In A Mosh","Among The Living","Anthrax",1987-03,300173,40,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.364,0.963,4,-11.575,0,0.0682,0.000312,0.000256,0.16,0.131,106.548,4
4ltqfN12ohaVZdM6C45gMg,"0avMDS4HyoCEP6RqZJWpY2","American Teenager","Preacher’s Daughter","Ethel Cain",2022-05-12,258418,71,spotify:user:1218573018,2023-11-02T15:11:01Z,"countrygaze,indie pop,modern dream pop",0.415,0.748,4,-5.008,1,0.0481,0.00305,0,0.0903,0.154,120.056,4
1XlHSTBvVz9vy0f9nEs816,"3JysSUOyfVs1UQ0UaESheP","Armed And Dangerous","Spreading The Disease","Anthrax",1985-10,343360,36,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.132,0.923,2,-13.106,0,0.246,0.00257,0.174,0.167,0.198,205.472,4
6IHZrd6ODNK0sXLFfc3aGn,"3JysSUOyfVs1UQ0UaESheP","Lone Justice","Spreading The Disease","Anthrax",1985-10,276906,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.234,0.795,7,-10.017,1,0.105,0.0195,0,0.103,0.772,195.616,4
7tNrln2ypDb4mykc14ve69,"3JysSUOyfVs1UQ0UaESheP","Gung-Ho","Spreading The Disease","Anthrax",1985-10,274626,34,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.22,0.967,9,-12.172,1,0.0743,0.000974,0.232,0.383,0.102,91.985,4
7qYHH6ygW9GeNY7SVWf9ok,"3JysSUOyfVs1UQ0UaESheP","Medusa","Spreading The Disease","Anthrax",1985-10,284040,43,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.334,0.814,11,-14.175,0,0.0447,0.0247,0.000593,0.501,0.676,150.813,4
5Ekl5FAyUZNf2SaJjHG7qY,"3JysSUOyfVs1UQ0UaESheP","A.I.R.","Spreading The Disease","Anthrax",1985-10,345333,41,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,glam metal,groove metal,hard rock,metal,nu metal,old school thrash,rap metal,rock,speed metal,thrash metal",0.379,0.949,4,-11.3,1,0.0583,0.0228,0.0426,0.0726,0.203,99.568,4
6ZbPlp0AgoJA5M0LsmjY6U,"3wYmaz9xWUC9fJE7BMfYCv","Gone","Strangers","Scardust",2020-10-30,283026,19,spotify:user:1218573018,2023-11-02T15:11:01Z,"israeli metal",0.558,0.962,9,-4.66,1,0.0797,0.00152,0.000408,0.191,0.674,138.025,4
72Z17vmmeQKAg8bptWvpVG,"0oSGxfWSnnOXhD2fKuz2Gy","Space Oddity - 2015 Remaster","David Bowie (aka Space Oddity) [2015 Remaster]","David Bowie",1969-11-04,318026,74,spotify:user:1218573018,2023-11-02T15:11:01Z,"art rock,classic rock,glam rock,permanent wave,rock",0.31,0.403,0,-13.664,1,0.0326,0.0726,0.0000927,0.139,0.466,134.48,4
7Jh1bpe76CNTCgdgAdBw4Z,"0oSGxfWSnnOXhD2fKuz2Gy","Heroes - 2017 Remaster","Heroes (2017 Remaster)","David Bowie",1977,371413,77,spotify:user:1218573018,2023-11-02T15:11:01Z,"art rock,classic rock,glam rock,permanent wave,rock",0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,4
6u8aLbX970fWKDP1s7L8i6,"24dCDrr94SNSAREMJhBHCs","Traveling Alone","Woods 5: Grey Skies & Electric Light","Woods Of Ypres",2012,304866,42,spotify:user:1218573018,2023-11-02T15:11:01Z,"canadian black metal,canadian metal,doom metal,gothic metal",0.46,0.877,5,-4.723,0,0.035,0.000655,0.0228,0.12,0.49,114.975,4
0JAxkHcBALtnweT2Nf6a8Q,"0aQ8Ow9YAkGxr5bbehjkcS","Quiet Storm","Skeleton Coast","The Lawrence Arms",2020-07-17,127166,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"chicago punk,emo,orgcore,skate punk",0.473,0.831,7,-6.952,1,0.0621,0.0265,0,0.181,0.498,130.154,4
7b23D9f6fqTyYY1t7Om51N,"2k4duorvZ5lTq33ljpT0sc","Redshift","A Profusion of Thought","Antimatter",2022-11-18,334459,25,spotify:user:1218573018,2023-11-02T15:11:01Z,"dark rock,modern progressive rock",0.467,0.529,2,-7.317,1,0.0274,0.475,0.00441,0.112,0.153,148.055,4
5Y05PxNG7DL9E4jhygV7ap,"3PhoLpVuITZKcymswpck5b,6r1Xmz7YUD4z0VRUoGm8XN","The Best Part Of The Day","The Union (Deluxe)","Elton John,Leon Russell",2010-10-19,285106,16,spotify:user:1218573018,2023-11-02T15:11:01Z,"glam rock,mellow gold,piano rock,rock,blues rock,british blues,country rock,folk,folk rock,heartland rock,outlaw country,roots rock,singer-songwriter,southern rock,swamp rock",0.588,0.492,7,-9.516,1,0.0285,0.731,0.141,0.135,0.412,138.589,4
0hyD69I2OR2m3wP1MovoA3,"3PhoLpVuITZKcymswpck5b,6r1Xmz7YUD4z0VRUoGm8XN","Monkey Suit","The Union (Deluxe)","Elton John,Leon Russell",2010-10-19,286013,15,spotify:user:1218573018,2023-11-02T15:11:01Z,"glam rock,mellow gold,piano rock,rock,blues rock,british blues,country rock,folk,folk rock,heartland rock,outlaw country,roots rock,singer-songwriter,southern rock,swamp rock",0.644,0.819,9,-7.021,0,0.0317,0.228,0.672,0.13,0.871,118.723,4
4oWexaJr3u7uLVweY5yS3n,"4ZgkHVHmGPXuRy8zd26ZJX","Ursvamp","Nattfödd","Finntroll",2004,122853,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish metal,folk metal,melodic death metal,nordic folk metal,power metal,symphonic metal,viking metal",0.442,0.941,7,-5.739,1,0.112,0.00000156,0.201,0.336,0.696,97.514,4
17GaCtZYtHF2pShGftlR5m,"4ZgkHVHmGPXuRy8zd26ZJX","Trollhammaren","Nattfödd","Finntroll",2004,212240,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish metal,folk metal,melodic death metal,nordic folk metal,power metal,symphonic metal,viking metal",0.432,0.936,5,-6.125,0,0.0787,0.00000167,0.641,0.341,0.445,94.97,4
65Saj1Og5vaGXeedLsZtbW,"4ZgkHVHmGPXuRy8zd26ZJX","Eliytres","Nattfödd","Finntroll",2004,226253,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish metal,folk metal,melodic death metal,nordic folk metal,power metal,symphonic metal,viking metal",0.409,0.958,2,-6.417,1,0.0849,0.00000168,0.466,0.21,0.263,95.029,4
1omlEtDmLT8gcdBr9E8LxD,"4ZgkHVHmGPXuRy8zd26ZJX","Jaktens Tid","Jaktens Tid","Finntroll",2001,214173,19,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish metal,folk metal,melodic death metal,nordic folk metal,power metal,symphonic metal,viking metal",0.201,0.99,4,-4.527,0,0.153,0.00000328,0.0000631,0.143,0.424,93.606,4
4YC13YCSonQSlFDr9MudSm,"4ZgkHVHmGPXuRy8zd26ZJX","Födosagan","Jaktens Tid","Finntroll",2001,302866,11,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish metal,folk metal,melodic death metal,nordic folk metal,power metal,symphonic metal,viking metal",0.43,0.965,0,-5.329,1,0.0638,0.00000795,0.0886,0.31,0.445,136.466,4
5jFqUtts2sSQsg5d7e42nI,"40ZNYROS4zLfyyBSs2PGe2","Summertime Blues","Summertime Blues","Zach Bryan",2022-07-15,181239,57,spotify:user:1218573018,2023-11-02T15:11:01Z,"classic oklahoma country,modern country pop",0.552,0.411,1,-7.946,1,0.0434,0.794,0.0000035,0.248,0.501,78.095,4
3kWRpgJid5jhQaKy3tn96G,"0X41IVISCoYgYWT2PsfqoC","Pink Fog","Loud Arriver","SONJA",2022-09-16,258394,19,spotify:user:1218573018,2023-11-02T15:11:01Z,"",0.518,0.95,5,-5.395,0,0.0794,0.000613,0.172,0.056,0.337,130.016,4
0pueCqgcYWVdeDBmAnql64,"0K1q0nXQ8is36PzOKAMbNe","Feels Alright","Lucifer On The Sofa","Spoon",2022-02-11,176472,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative rock,austindie,indie rock,modern rock",0.676,0.833,4,-5.424,0,0.0506,0.0314,0.00246,0.247,0.764,89.016,4
4ZifmvedzdccUUuiGDAbTU,"0K1q0nXQ8is36PzOKAMbNe","The Hardest Cut","Lucifer On The Sofa","Spoon",2022-02-11,193369,49,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative rock,austindie,indie rock,modern rock",0.671,0.683,7,-5.271,1,0.0965,0.135,0.00107,0.0534,0.809,164.943,4
5O0h2Fq8byNYT5tHwymFkH,"0nJUwPwC9Ti4vvuJ0q3MfT","When I Get to Heaven","The Tree of Forgiveness","John Prine",2018-04-13,222573,46,spotify:user:1218573018,2023-11-02T15:11:01Z,"folk,new americana,roots rock,singer-songwriter",0.584,0.317,2,-13.464,1,0.273,0.697,0,0.0709,0.653,89.708,5
2qWKpYIleSvBT6aUMXoia5,"0nJUwPwC9Ti4vvuJ0q3MfT","Angel from Montgomery","John Prine","John Prine",1971,224186,57,spotify:user:1218573018,2023-11-02T15:11:01Z,"folk,new americana,roots rock,singer-songwriter",0.617,0.421,0,-14.231,1,0.0318,0.541,0.00227,0.125,0.39,131.653,4
1k691v8ChLgDiuLLKnjyj6,"0nJUwPwC9Ti4vvuJ0q3MfT,3NPZs8XgXtaWslUcnIw6rY","In Spite of Ourselves (feat. Iris DeMent)","In Spite of Ourselves","John Prine,Iris DeMent",1999-09-28,213600,62,spotify:user:1218573018,2023-11-02T15:11:01Z,"folk,new americana,roots rock,singer-songwriter,arkansas country",0.547,0.277,0,-11.327,1,0.0429,0.67,0,0.091,0.684,153.974,4
6lJJcUjhsp0TJRuzUIPOYO,"14pVkFUHDL207LzLHtSA18","Primal Concrete Sledge","Cowboys from Hell","Pantera",1990-07-20,133120,59,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal",0.38,0.847,2,-12.352,1,0.0897,0.000117,0.265,0.216,0.119,133.182,4
769cLRTw2y6KRdkFWFkxtu,"14pVkFUHDL207LzLHtSA18","Domination","Cowboys from Hell","Pantera",1990-07-20,305293,68,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal",0.372,0.888,2,-5.88,1,0.0943,0.000211,0.00442,0.115,0.555,141.374,4
5JCZHWdFLg2rXtg684rTHt,"14pVkFUHDL207LzLHtSA18","Psycho Holiday","Cowboys from Hell","Pantera",1990-07-20,319133,53,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal",0.291,0.925,6,-9.901,0,0.0714,0.00000849,0.114,0.0733,0.233,104.12,4
5PicWccABB6u19lRuMgqid,"7E7fJJpdVgr1F3pfAfRtHe","Cold Burn","The Long Road North","Cult Of Luna",2022-02-11,581089,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"atmospheric post-metal,atmospheric sludge,drone metal,post-metal,progressive sludge,slayer,sludge metal,stoner metal,swedish doom metal,swedish progressive metal",0.453,0.926,4,-6.533,1,0.0541,0.00000606,0.872,0.292,0.435,118.027,4
6c6vULMrRuN4NECs2iB1xe,"6sFIWsNpZYqfjUpaCgueju,2PfBzriIMRsCXPDtSy9vg8","The Loneliest Time (feat. Rufus Wainwright)","The Loneliest Time","Carly Rae Jepsen,Rufus Wainwright",2022-10-21,274506,59,spotify:user:1218573018,2023-11-02T15:11:01Z,"canadian pop,dance pop,pop,chamber pop,melancholia,piano rock,singer-songwriter",0.707,0.562,2,-6.202,1,0.0567,0.105,0,0.0999,0.525,122.993,4
1Vd8d6wNpm7KWfTuNPVOHJ,"77zwstbi3x1IxnbDFg6uns","Sometime World","Argus (Expanded Edition)","Wishbone Ash",1972,412173,41,spotify:user:1218573018,2023-11-02T15:11:01Z,"art rock,blues rock,british blues,progressive rock,symphonic rock",0.311,0.78,11,-10.169,0,0.105,0.00252,0.000164,0.165,0.452,125.437,4
44lAQJzaUI6hcpHEFqp2mJ,"568ZhdwyaiCyOGJRtNYhWf","Space Truckin'","Machine Head","Deep Purple",1972-03-25,274440,49,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,classic rock,hard rock,metal,rock",0.624,0.815,9,-10.542,1,0.0425,0.00343,0.622,0.175,0.758,129.191,4
7GqIDx2QVGOpd4r1fZaUUW,"3iDD7bnsjL9J4fO298r0L0","25 or 6 to 4 - 2002 Remaster","Chicago II","Chicago",1970-01-26,289800,66,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,4
5TrfusgKC1BYic5LaWCoKm,"568ZhdwyaiCyOGJRtNYhWf","Child in Time","Deep Purple in Rock","Deep Purple",1970-06-03,620373,47,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,classic rock,hard rock,metal,rock",0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,4
4DsHoG4nyiUwsbx1lCF2lX,"568ZhdwyaiCyOGJRtNYhWf","Speed King","Deep Purple in Rock","Deep Purple",1970-06-03,263946,34,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,classic rock,hard rock,metal,rock",0.348,0.675,5,-13.931,1,0.0355,0.0000556,0.00863,0.373,0.837,99.569,4
532jCAvNYDAk0gqaHjvW8e,"37Pf9riF70VuuPMXP4kz3J","The Thieves Are Out","Flight of the Wounded","Teramaze",2022-10-06,410919,15,spotify:user:1218573018,2023-11-02T15:11:01Z,"australian metal,melodic progressive metal,progressive metal",0.473,0.927,11,-5.815,0,0.0448,0.000579,0.0448,0.256,0.583,156.022,4
7AoNAJkPQO7EPpyW8RULfc,"3KdXhEwbqFHfNfSk7L9E87","If I Have to Wake Up (Would You Stop the Rain?)","Purple","Baroness",2015-12-18,341866,28,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive sludge,sludge metal",0.213,0.539,11,-6.7,0,0.0408,0.0275,0.0035,0.106,0.126,100.426,3
2ZlhkRbTFhVR6l8YytqcZc,"3KdXhEwbqFHfNfSk7L9E87","The Iron Bell","Purple","Baroness",2015-12-18,264760,29,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive sludge,sludge metal",0.363,0.961,6,-3.711,0,0.145,0.0000703,0.0303,0.197,0.3,159.99,4
0tky6HnYqOkwqfC8lsdvOc,"3KdXhEwbqFHfNfSk7L9E87","Try to Disappear","Purple","Baroness",2015-12-18,292680,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive sludge,sludge metal",0.448,0.911,8,-4.396,1,0.112,0.00124,0.0359,0.0948,0.0778,123.968,4
77Q7xG7LhuhKUqP3LbEQnc,"3KdXhEwbqFHfNfSk7L9E87","Shock Me","Purple","Baroness",2015-12-18,257120,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive sludge,sludge metal",0.401,0.913,7,-4.026,0,0.0868,0.0000417,0.607,0.132,0.154,125.847,4
3wiU93AJsaMGJDtCRd0KHA,"3xIrP1oPgrtB8LvEUfqIqN","The Grain","17th Street","Hammers of Misfortune",2011-10-25,433613,4,spotify:user:1218573018,2023-11-02T15:11:01Z,"us power metal",0.324,0.951,5,-5.074,1,0.123,0.00358,0.00231,0.156,0.321,117.651,4
7q2q47n8EudKk646cP1TQr,"3xIrP1oPgrtB8LvEUfqIqN","The Day the City Died","17th Street","Hammers of Misfortune",2011-10-25,270253,2,spotify:user:1218573018,2023-11-02T15:11:01Z,"us power metal",0.269,0.884,5,-3.612,0,0.0511,0.014,0.00000573,0.363,0.573,152.198,4
0MfZURmmGTIobgW6YPTZiY,"27M9shmwhIjRo7WntpT9Rp","Haven't Been Doing So Well","FTHC","Frank Turner",2022-02-11,196813,44,spotify:user:1218573018,2023-11-02T15:11:01Z,"acoustic rock,folk punk,scottish rock",0.367,0.892,2,-3.91,1,0.133,0.00012,0.000268,0.276,0.799,81.928,4
6TcYzHA4pUTAakHwJflLFz,"27M9shmwhIjRo7WntpT9Rp","The Resurrectionists","FTHC","Frank Turner",2022-02-11,162853,27,spotify:user:1218573018,2023-11-02T15:11:01Z,"acoustic rock,folk punk,scottish rock",0.544,0.882,9,-4.795,0,0.103,0.000362,0,0.575,0.713,143.335,4
6f9fLjVqrTyYlIFcuSE5Xm,"5BcZ22XONcRoLhTbZRuME1","Question","A Question Of Balance (Expanded Edition)","The Moody Blues",1970-08-07,344226,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,british blues,british invasion,classic rock,country rock,flute rock,folk rock,heartland rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock",0.222,0.659,0,-9.942,1,0.0487,0.0169,0.0000209,0.471,0.322,75.634,4
0OSUzh60QhpkCybtjjERDv,"5BcZ22XONcRoLhTbZRuME1","I'm Just A Singer (In A Rock And Roll Band)","Seventh Sojourn (Expanded Edition)","The Moody Blues",1972-11-17,262346,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,british blues,british invasion,classic rock,country rock,flute rock,folk rock,heartland rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock",0.25,0.918,6,-8.297,0,0.125,0.019,0.0019,0.144,0.635,148.053,4
3dJXlQ5ik1K2l2NIZiW2Zq,"5BcZ22XONcRoLhTbZRuME1","Your Wildest Dreams","The Other Side Of Life","The Moody Blues",1986-01-01,291000,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,british blues,british invasion,classic rock,country rock,flute rock,folk rock,heartland rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock",0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,4
4R7uf9JZN5DajyUuYTQGIr,"5BcZ22XONcRoLhTbZRuME1","Tuesday Afternoon","Timeless Flight","The Moody Blues",2013-05-31,288253,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,british blues,british invasion,classic rock,country rock,flute rock,folk rock,heartland rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock",0.408,0.465,0,-8.869,1,0.0293,0.319,0.0562,0.179,0.266,114.276,4
